p_sys_id,p_faci_sk,p_faci_ty_cd,p_faci_beg_dt,p_faci_end_dt,p_faci_admin_nam,p_faci_fy_mo_num,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276840,17325,NRS,2001-03-01,2013-12-31,DeDe Cookson,1,27,JMLAGRO,2014-02-06 11:39:17.276000,guestUser,2013-04-16 12:56:50.089000
1276866,17328,NRS,2002-04-01,1999-01-01,,1,131,JMLAGRO,2015-10-02 11:49:08.995000,guestUser,2013-04-17 15:44:52.821000
1277350,17338,RCF,1966-12-22,2013-10-02,Eckert Youth Ho,1,32,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2013-05-07 16:15:43.909000
1277616,17347,ICF,2013-01-01,1999-12-31,SANDI MARHSALL,1,32,guestUser,2013-06-18 11:21:21.605000,guestUser,2013-05-16 13:43:57.231000
1277873,17365,ACF,1984-09-18,2013-06-30,Les Urvand,1,31,JOYSPEZIALE,2014-06-16 15:26:20.424000,guestUser,2013-05-29 12:05:21.502000
1277843,17367,ACF,2012-10-01,1999-09-30,MARK KERR,1,15,KWOODALL,2014-06-19 19:02:22.936000,guestUser,2013-05-29 12:38:49.110000
1277857,17369,ICF,1981-07-01,1999-12-31,Group Home 1,1,4,guestUser,2013-05-30 10:35:46.450000,guestUser,2013-05-30 10:32:02.931000
1278577,17407,ACF,1997-07-01,1999-12-31,Dave Molmen,1,20,JOYSPEZIALE,2014-07-30 18:29:26.867000,guestUser,2013-07-16 16:00:08.282000
1278612,17408,ACF,1966-07-01,1999-12-31,NORTH MEMORIAL,1,5,JMLAGRO,2015-06-02 08:57:43.658000,guestUser,2013-07-18 10:14:52.839000
1278931,17425,8,2009-02-01,1999-12-31,Fraser 4311,1,3,guestUser,2013-07-26 16:17:59.000000,guestUser,2013-07-26 16:16:43.451000
1278976,17432,ACF,2009-07-01,1999-12-31, ,1,16,JOYSPEZIALE,2014-04-02 16:35:56.961000,guestUser,2013-07-29 15:19:26.753000
1278808,17447,NRS,2002-04-01,2002-04-02,,1,11,DataFix_TermedPrv,2015-10-15 17:31:29.728233,guestUser,2013-08-06 10:18:00.949000
1278807,17448,NRS,2002-04-01,2002-04-02,,1,7,DataFix_TermedPrv,2015-10-15 17:31:29.700357,guestUser,2013-08-06 10:19:40.839000
1279582,17458,NRS,2009-02-24,1999-12-31,Steven Przybill,1,28,PJHEID,2014-05-30 12:05:08.639000,guestUser,2013-08-19 09:22:08.642000
1279584,17459,NRS,1989-04-10,1999-12-31,Scott Foss,1,23,PJHEID,2014-05-30 11:56:43.905000,guestUser,2013-08-19 09:41:09.181000
1279589,17461,6,1994-12-15,1999-12-31,Tony Hanson,1,38,ZULEIMARUIZ,2014-06-26 13:54:14.310000,guestUser,2013-08-19 10:33:05.115000
1278115,17463,NRS,2012-07-03,1999-12-31, ,1,61,JMLAGRO,2014-06-27 08:51:09.796000,guestUser,2013-08-19 14:00:37.579000
1279724,17467,11,1964-10-15,2013-12-31,Heartview,1,13,JOYSPEZIALE,2014-05-21 13:55:55.614000,guestUser,2013-08-23 10:35:57.205000
1279855,17471,ACF,1952-02-14,1999-12-31,Tod Graeber,1,31,PJHEID,2014-04-08 13:19:11.344000,guestUser,2013-08-27 10:18:17.605000
1278470,17533,NRS,2011-09-06,1999-12-31, ,1,4,JMLAGRO,2013-10-10 11:12:33.639000,JMLAGRO,2013-10-10 11:10:04.661000
1281390,17620,NRS,2000-01-01,2013-12-31,Janet Green,1,1,guestUser,2013-12-05 17:57:34.683000,guestUser,2013-12-05 17:55:28.747000
1281747,17639,6,1988-07-01,1999-12-31, ,1,17,JMLAGRO,2014-05-05 12:49:44.458000,guestUser,2014-01-08 10:11:41.114000
1153798,17662,6,2013-10-01,2013-12-31,Northwood Deaco,1,3,THENDERSON,2015-08-17 13:44:27.925000,CKRAFT,2014-01-24 07:35:25.577000
1282435,17666,PSY,2012-07-03,1999-12-31, ,1,25,JMLAGRO,2014-07-08 13:30:43.077000,guestUser,2014-01-29 19:03:07.321000
1282434,17668,ACF,2012-07-03,1999-12-31, ,1,18,JMLAGRO,2014-07-30 11:16:41.457000,guestUser,2014-01-31 09:32:10.948000
1171520,17673,NRS,2013-10-01,2013-12-31,DeDe Cookson,1,0,JMLAGRO,2014-02-06 11:39:47.635000,JMLAGRO,2014-02-06 11:39:47.635000
1156044,17682,ACF,2013-10-01,1999-12-31,,1,1,THENDERSON,2016-04-21 13:49:46.026000,JMLAGRO,2014-02-20 09:40:27.588000
1283008,17692,ACF,1966-01-01,1999-12-31, ,1,11,JOYSPEZIALE,2014-04-28 14:03:36.347000,guestUser,2014-03-05 11:30:31.823000
1153753,17703,ACF,2013-10-01,2018-10-12,Jerry Lepp,1,2,B-Term-Prov-Trigger_2216201.00,2018-10-23 18:01:28.920607,JOYSPEZIALE,2014-03-13 13:29:10.816000
1171573,17704,NRS,2013-10-01,2015-12-31,William Eckblad,1,1,B-Term-Prov-Trigger_1184890.00,2016-11-04 18:01:41.191933,JMLAGRO,2014-03-14 12:18:12.586000
1280256,17712,6,2013-10-01,1999-12-31,Alyson Olson,1,65,JOYSPEZIALE,2014-04-11 14:10:44.694000,guestUser,2014-03-16 16:46:01.564000
1283406,17713,ACF,2046-03-01,1999-03-01,Robert J Lanik,1,20,JMLAGRO,2014-05-29 12:36:52.763000,guestUser,2014-03-17 10:18:08.771000
1283484,17715,ACF,2013-05-31,1999-12-31, ,1,6,DOMINICKNGANTOU,2014-10-29 11:16:09.909000,guestUser,2014-03-18 11:20:08.145000
1172003,17716,6,2013-10-01,1999-12-31,Jordan Shipley,1,1,JMLAGRO,2015-02-24 11:08:59.505000,JOYSPEZIALE,2014-03-18 16:53:12.741000
1283572,17717,ACF,1966-12-22,2014-12-31, ,1,17,JMLAGRO,2014-08-26 14:56:58.478000,guestUser,2014-03-20 14:53:54.520000
1283587,17718,PSY,2011-01-24,1999-12-31,Daniel P. Moen,1,7,KWOODALL,2014-04-09 16:02:45.822000,guestUser,2014-03-21 13:05:56.064000
1283594,17719,ACF,1966-07-20,2029-12-31, ,1,26,JMLAGRO,2014-05-29 12:58:26.501000,guestUser,2014-03-21 15:26:26.553000
1283632,17720,ACF,2013-05-20,2017-04-01,Shaun Ronan,1,10,B-Term-Prov-Trigger_2359525.00,2019-01-22 18:00:59.883629,guestUser,2014-03-24 11:14:44.232000
1183571,17721,RCF,2013-10-01,2019-09-30,Eckert Youth,1,5,B-Term-Prov-Trigger_3039301.00,2020-03-13 18:02:10.632203,ZOEASANDY,2014-03-25 13:00:46.367000
1283804,17722,ACF,1952-02-14,1999-12-31,Tod Graeber,1,12,JOYSPEZIALE,2014-09-05 15:44:57.643000,guestUser,2014-03-28 10:51:59.001000
1172047,17723,6,2013-10-01,2016-03-31,Tim Exner,1,2,B-Term-Prov-Trigger_970884.00,2016-05-05 18:00:36.706550,JOYSPEZIALE,2014-03-28 17:06:56.749000
1282517,17732,6,2014-01-01,2014-12-31, ,1,16,PJHEID,2014-05-15 20:11:04.074000,guestUser,2014-03-31 09:17:45.816000
1281929,17733,NRS,2014-01-01,2014-12-31, ,1,16,JMLAGRO,2014-09-25 10:27:54.675000,guestUser,2014-03-31 09:32:00.500000
1281938,17734,NRS,2014-01-01,2014-12-31, ,1,14,JOYSPEZIALE,2014-04-17 16:49:21.869000,guestUser,2014-03-31 09:34:16.220000
1283937,17736,6,2014-01-01,2014-12-31, ,1,16,JOYSPEZIALE,2014-04-19 13:29:20.251000,guestUser,2014-04-02 10:39:47.704000
1153765,17738,ACF,2013-10-01,1999-12-31,,1,3,PJHEID,2015-10-04 14:50:55.244000,JOYSPEZIALE,2014-04-02 16:48:01.963000
1283992,17739,6,2014-01-01,2014-12-31, ,1,18,JOYSPEZIALE,2014-04-19 14:14:34.677000,guestUser,2014-04-03 09:06:39.533000
1283994,17741,6,2014-01-01,2014-12-31, ,1,16,JOYSPEZIALE,2014-04-19 14:32:12.539000,guestUser,2014-04-03 09:26:34.304000
1284047,17744,NRS,2014-04-01,1999-12-31,Deb Steckler,1,8,JMLAGRO,2014-04-11 12:47:25.635000,guestUser,2014-04-04 10:13:43.973000
1171533,17746,NRS,2013-10-01,1999-12-31,Michael Pfeifer,1,1,JMLAGRO,2015-02-24 08:31:39.499000,JOYSPEZIALE,2014-04-04 16:03:36.435000
1169088,17747,ICF,2013-10-01,2019-07-14,NuVation Health,1,4,B-Term-Prov-Trigger_2639134.00,2019-07-15 18:01:12.389962,PJHEID,2014-04-07 08:01:08.769000
1279702,17748,NRS,1961-11-01,1999-12-31,Brett Ulrich,1,19,JOYSPEZIALE,2014-04-18 13:40:13.601000,guestUser,2014-04-07 09:53:24.710000
1284087,17749,NRS,1959-10-26,1999-12-31,Shawn Stuhaug,1,23,NAKARRIABELL,2014-07-24 11:43:30.354000,guestUser,2014-04-07 09:55:27.524000
1153786,17751,ACF,2013-10-01,1999-12-31,Lawrence Blue,1,2,THENDERSON,2015-08-15 16:01:13.644000,ZOEASANDY,2014-04-07 12:18:35.059000
1153773,17757,ACF,2013-10-01,1999-12-31,Tod Graeber,1,1,JMLAGRO,2015-08-04 11:29:13.626000,PJHEID,2014-04-08 13:18:11.700000
1284160,17758,ICF,1984-01-26,1999-12-31, ,1,4,guestUser,2014-04-09 11:45:27.769000,guestUser,2014-04-09 11:38:53.818000
1284193,17760,ICF,2014-01-07,1999-06-30, ,1,6,guestUser,2014-07-22 09:39:59.338000,guestUser,2014-04-09 17:20:12.436000
1284207,17761,6,1995-07-01,1999-12-31,Ranch,1,15,KRBACKMAN,2014-04-10 16:08:36.609000,guestUser,2014-04-10 12:27:00.313000
1171475,17762,NRS,2013-10-01,2033-12-31,Veterans Home,1,1,PJHEID,2014-07-10 07:56:06.867000,JOYSPEZIALE,2014-04-10 12:35:23.261000
1154799,17765,ACF,2013-10-01,2018-10-23,Jerry Lepp,1,2,B-Term-Prov-Trigger_2216201.00,2018-10-23 18:01:28.920607,PJHEID,2014-04-10 22:06:33.495000
1171456,17766,NRS,2013-10-01,1999-12-31,Jerry Lepp,1,3,RRUD,2018-11-06 10:14:50.450000,JMLAGRO,2014-04-11 10:24:12.742000
1171991,17767,6,2013-10-01,2019-04-11,Alyson Olson,1,2,B-Term-Prov-Trigger_2515214.00,2019-04-30 18:00:31.677528,JOYSPEZIALE,2014-04-11 14:09:57.018000
1284265,17768,6,2012-10-01,1999-12-31,Terrill Brenno,1,15,KWOODALL,2014-06-25 10:51:59.038000,guestUser,2014-04-11 14:49:57.497000
1172052,17769,6,2013-10-01,2014-12-31,,1,4,THENDERSON,2016-02-12 10:34:46.028000,PJHEID,2014-04-11 17:25:30.953000
1000191,17770,8,2013-10-01,1999-12-31,Sandra Marshall,1,0,CR1906_SUP_PROV_DT,2014-04-14 10:09:16.327000,CKRAFT,2014-04-14 10:09:16.327000
1279475,17771,ACF,1972-01-01,2017-01-01,St Vincent,1,40,B-Term-Prov-Trigger_2650962.00,2019-07-23 18:01:14.620638,guestUser,2014-04-14 13:20:30.281000
1284353,17774,NRS,2014-01-01,1999-12-31, ,1,15,KWOODALL,2014-06-25 10:24:19.305000,guestUser,2014-04-16 09:19:19.608000
1284412,17775,NRS,1960-10-01,1999-12-31,Cal Anderson,1,4,SHERSAYLER,2014-05-27 16:04:41.830000,guestUser,2014-04-16 10:43:35.927000
1284440,17777,NRS,2009-09-24,1999-12-31,MSL,1,24,JMLAGRO,2014-07-15 10:28:54.934000,guestUser,2014-04-16 12:26:54.481000
1284457,17778,6,2014-01-01,1999-12-31, ,1,18,KWOODALL,2014-06-03 15:25:55.708000,guestUser,2014-04-16 14:00:33.945000
1166906,17779,ACF,2013-10-01,2035-12-31,,1,3,PJHEID,2016-02-10 19:11:28.622000,ZOEASANDY,2014-04-16 14:21:12.825000
1166906,17780,6,2013-10-01,2035-12-31,,1,3,PJHEID,2016-02-10 19:11:28.621000,ZOEASANDY,2014-04-16 14:21:12.825000
1284386,17783,PSY,2012-04-18,1999-12-31,Lynnea Ritz,1,33,PJHEID,2014-05-06 18:59:30.295000,guestUser,2014-04-17 12:16:16.929000
1171446,17785,NRS,2013-10-01,2014-12-31,,1,3,CHLHARMON,2017-01-16 10:50:14.034000,JOYSPEZIALE,2014-04-17 16:50:20.240000
1154813,17787,ACF,2013-10-01,1999-12-31,EVERETT BUTLER,1,2,THENDERSON,2015-08-15 17:00:08.640000,JOYSPEZIALE,2014-04-17 21:02:23.619000
1171403,17788,NRS,2013-10-01,1999-12-31,Brett Ulrich,1,0,JOYSPEZIALE,2014-04-18 13:39:22.493000,JOYSPEZIALE,2014-04-18 13:39:22.493000
1172023,17792,6,2013-10-01,2014-12-31,,1,2,THENDERSON,2016-02-12 10:33:50.977000,JOYSPEZIALE,2014-04-19 14:34:46.585000
1154803,17793,ACF,2013-10-01,2013-12-31,CMC Swing Bed,1,3,THENDERSON,2015-08-18 11:19:54.032000,KWOODALL,2014-04-21 13:58:12.386000
1284792,17794,NRS,2012-08-01,1999-12-31,Anita Pedersen,1,22,SHERSAYLER,2014-06-12 16:33:36.928000,guestUser,2014-04-22 08:52:47.735000
1284794,17795,6,2014-04-22,1999-12-31,Barbara Boock,1,19,CKRAFT,2014-05-27 07:11:13.637000,guestUser,2014-04-22 09:00:33.965000
1284505,17796,6,2013-06-10,1999-12-31,Kenneth Nelson,1,28,CR1906_SUP_PROV_DT,2015-06-29 11:03:47.964000,guestUser,2014-04-22 09:53:19.698000
1284828,17797,NRS,1992-02-01,1999-12-31,Sunnyside Care,1,9,JMLAGRO,2014-05-27 11:29:33.043000,guestUser,2014-04-22 10:01:11.111000
1284835,17798,ACF,1966-07-01,1999-12-31, ,1,4,JMLAGRO,2015-06-02 08:58:32.625000,guestUser,2014-04-22 10:14:45.316000
1284867,17799,NRS,1990-07-31,1999-12-31,Swing Bed,1,17,ZOEASANDY,2014-07-08 12:19:03.948000,guestUser,2014-04-22 12:29:01.046000
1284906,17801,ACF,2002-04-01,1999-12-31,TANYA SHARP,1,89,DOMINICKNGANTOU,2014-07-11 10:22:28.054000,guestUser,2014-04-22 15:55:29.094000
1171990,17802,6,2013-10-01,1999-12-31,Kurt Stoner,1,3,THENDERSON,2015-08-12 08:37:59.944000,JOYSPEZIALE,2014-04-23 18:05:07.456000
1285112,17803,NRS,2013-07-01,1999-12-31,TIM KENNEDY,1,18,PJHEID,2015-03-11 12:41:26.539000,guestUser,2014-04-24 09:14:14.528000
1285122,17804,6,2013-07-01,1999-12-31,TIM KENNEDY,1,6,PJHEID,2014-06-25 14:33:36.220000,guestUser,2014-04-24 09:37:28.234000
1171417,17807,NRS,2013-10-01,1999-12-31,Terrill Brenno,1,2,USHASHA,2015-07-27 12:45:12.915000,ZOEASANDY,2014-04-24 13:20:58.184000
1001824,17808,NRS,2013-10-01,1999-12-31,,1,3,CJFRANCIS,2016-03-09 09:25:54.766000,PJHEID,2014-04-25 12:59:02.377000
1171463,17809,NRS,2013-10-01,2014-06-30,Dakota Alpha,1,2,MKENNEDY,2015-08-16 00:02:07.602000,JOYSPEZIALE,2014-04-26 12:05:37.010000
1285379,17813,6,2014-09-01,2025-08-31,Nicole Pesta,1,22,B-Term-Prov-Trigger_1564131.00,2025-09-19 18:01:23.453517,guestUser,2014-04-28 15:56:04.324000
1171534,17814,NRS,2013-10-01,1999-01-01,,1,3,CHLHARMON,2017-01-16 09:31:58.543000,PJHEID,2014-04-28 15:56:45.217000
1285384,17815,6,2014-09-01,2014-04-28,Nicole Pesta,1,18,CR1906_SUP_PROV_DT,2015-07-20 08:47:31.458000,guestUser,2014-04-28 16:12:13.880000
1171536,17817,NRS,2013-10-01,2019-04-28,,1,4,B-Term-Prov-Trigger_2559340.00,2019-05-28 18:01:20.252413,PJHEID,2014-04-28 16:31:21.915000
1285390,17818,NRS,2005-07-01,2000-12-31,Janet Green,1,16,JMLAGRO,2014-06-26 15:20:00.952000,guestUser,2014-04-28 16:47:17.508000
1285392,17819,ACF,1966-07-01,1999-12-31,Todd A Forkel,1,15,KARINARUIZ,2014-07-24 09:29:39.064000,guestUser,2014-04-28 18:38:31.579000
1171535,17821,NRS,2013-10-01,2019-04-29,Maryhill Manor,1,2,B-Term-Prov-Trigger_2559340.00,2019-05-28 18:01:20.252413,PJHEID,2014-04-29 15:08:22.632000
1285742,17822,ACF,1966-07-01,1999-12-31, ,1,8,IFRANKHAN,2014-07-25 15:58:49.370000,guestUser,2014-05-02 10:38:34.653000
1168347,17823,ACF,2013-10-01,1999-12-31,,1,2,DMOCK,2015-11-05 15:20:37.099000,ZOEASANDY,2014-05-05 11:03:04.157000
1278572,17824,6,2014-06-01,1999-12-31,Theresa Kelly,1,16,JMLAGRO,2014-06-10 10:00:58.019000,guestUser,2014-05-05 11:40:00.793000
1285891,17826,6,1998-01-01,1999-12-31,William May,1,39,JOYSPEZIALE,2014-08-14 16:50:18.109000,guestUser,2014-05-05 14:36:43.410000
1284363,17828,REH,2009-09-01,1999-12-31, ,1,13,JMLAGRO,2015-02-04 13:11:21.173000,guestUser,2014-05-06 11:42:55.012000
1283323,17702,NRS,1989-07-20,1999-12-31,William Eckblad,1,18,JMLAGRO,2014-03-14 12:16:03.068000,guestUser,2014-03-12 23:10:42.642000
1000097,17714,PSY,2013-10-01,1999-12-31,Dennis Milliron,1,1,THENDERSON,2015-08-21 08:14:23.449000,JMLAGRO,2014-03-17 15:17:56.288000
1283849,17735,NRS,1981-03-01,1999-12-31, ,1,23,PJHEID,2014-07-17 09:44:09.344000,guestUser,2014-03-31 14:53:10.499000
1283958,17737,6,2014-01-01,2014-12-31, ,1,15,JOYSPEZIALE,2014-04-19 13:50:07.356000,guestUser,2014-04-02 13:07:00.890000
1283965,17740,6,2001-03-01,1999-12-31,DeDe Cookson,1,24,PJHEID,2014-04-07 17:04:53.018000,guestUser,2014-04-03 09:09:53.983000
1172033,17742,6,2013-10-01,2014-12-31,,1,3,THENDERSON,2016-02-12 10:26:07.536000,PJHEID,2014-04-03 13:58:01.625000
1284044,17743,ACF,1966-06-13,1999-12-31,ROBERT W KAY,1,7,KWOODALL,2014-09-24 10:30:16.550000,guestUser,2014-04-03 18:04:16.910000
1284051,17745,6,2014-01-01,2014-12-31, ,1,17,PJHEID,2014-04-11 17:24:35.142000,guestUser,2014-04-04 10:55:51.736000
1284093,17750,NRS,2002-04-01,1999-01-01, ,1,29,PJHEID,2014-04-28 15:57:48.817000,guestUser,2014-04-07 12:12:08.511000
1153808,17752,8,2013-10-01,1999-12-31,,1,2,THENDERSON,2015-10-02 10:18:14.251000,JOYSPEZIALE,2014-04-07 13:48:25.546000
1153808,17753,ACF,2013-10-01,1999-12-31,,1,2,THENDERSON,2015-10-02 10:18:14.251000,JOYSPEZIALE,2014-04-07 13:48:25.547000
1172043,17754,6,2013-10-01,2016-04-01,DeDe Cookson,1,2,B-Term-Prov-Trigger_1017813.00,2016-06-16 18:01:34.828480,PJHEID,2014-04-07 17:07:15.910000
1284181,17759,ICF,1984-01-26,1999-12-31, ,1,1,guestUser,2014-04-09 15:01:55.242000,guestUser,2014-04-09 14:55:34.712000
1284216,17763,NRS,1978-09-07,1999-12-31, ,1,15,KWOODALL,2014-06-26 17:43:52.354000,guestUser,2014-04-10 15:27:43.819000
1181987,17764,6,2013-10-01,1999-12-31,Ranch,1,1,TWOLF,2015-07-22 14:22:34.897000,KRBACKMAN,2014-04-10 16:10:38.483000
1284302,17772,NRS,2002-04-01,1999-01-01, ,1,21,PJHEID,2014-04-28 16:32:28.176000,guestUser,2014-04-14 14:46:40.796000
1284348,17773,NRS,1952-02-14,1999-12-31,Nursing Facilit,1,15,PJHEID,2014-06-30 10:57:19.992000,guestUser,2014-04-15 11:31:07.035000
1280878,17776,NRS,2002-04-01,1999-12-31,Maryhill Manor,1,15,PJHEID,2014-04-29 15:07:42.033000,guestUser,2014-04-16 11:22:59.563000
1166236,17781,ACF,2013-10-01,1999-12-31,EVERETT BUTLER,1,1,THENDERSON,2015-08-15 17:02:56.083000,JOYSPEZIALE,2014-04-16 19:47:36.459000
1153924,17782,ACF,2013-10-01,1999-12-31,EVERETT BUTLER,1,3,THENDERSON,2015-08-15 16:58:20.628000,JOYSPEZIALE,2014-04-16 20:17:40.699000
1284571,17784,ACF,2014-04-17,1999-12-31,BRUCE BOWERSOX,1,24,PJHEID,2014-05-19 21:40:12.570000,guestUser,2014-04-17 14:20:03.640000
1171448,17786,NRS,2013-10-01,2013-12-31,Joan Olson,1,3,THENDERSON,2015-07-23 15:58:04.651000,JOYSPEZIALE,2014-04-17 19:44:47.775000
1204378,17789,6,2013-10-01,2014-12-31,,1,2,THENDERSON,2015-10-27 13:16:00.674000,JOYSPEZIALE,2014-04-19 13:30:43.588000
1172057,17790,6,2013-10-01,2014-12-31,,1,3,THENDERSON,2016-02-12 10:31:32.005000,JOYSPEZIALE,2014-04-19 13:49:43.228000
1001840,17791,6,2013-10-01,2014-12-31,,1,4,THENDERSON,2016-02-12 10:28:04.382000,JOYSPEZIALE,2014-04-19 14:17:04.010000
1278918,17800,RCF,2014-04-21,1999-12-31,Baird Sundeen,1,20,ZULEIMARUIZ,2014-06-17 12:19:05.564000,guestUser,2014-04-22 13:54:27.149000
1285293,17810,ACF,1996-04-10,1999-12-31, ,1,39,KWOODALL,2014-06-04 08:05:07.981000,guestUser,2014-04-26 16:09:18.448000
1154782,17812,ACF,2013-10-01,2019-04-28,,1,2,B-Term-Prov-Trigger_2559340.00,2019-05-28 18:01:20.252413,JOYSPEZIALE,2014-04-28 14:04:33.178000
1285387,17816,6,2005-07-01,2013-10-02,Nicole Pesta,1,4,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2014-04-28 16:25:54.194000
1285463,17820,NRS,1983-10-01,1999-12-31,Beverly Voller,1,14,PAULASOLL,2014-09-17 14:41:29.658000,guestUser,2014-04-29 13:37:11.165000
1169006,17825,6,2013-10-01,1999-12-31,,1,3,DKOLSON,2016-04-18 13:39:09.084000,JMLAGRO,2014-05-05 12:48:29.225000
1285982,17827,ACF,2013-10-21,2016-01-01,,1,19,B-Term-Prov-Trigger_2593491.00,2019-06-18 18:01:09.735076,guestUser,2014-05-06 10:56:49.604000
1001738,17829,PSY,2013-10-01,1999-12-31,Lynnea Ritz,1,0,PJHEID,2014-05-06 19:02:13.277000,PJHEID,2014-05-06 19:02:13.277000
1286089,17830,NRS,1973-12-01,1999-12-31,Kristen Tryba,1,30,KWOODALL,2014-06-04 08:59:15.685000,guestUser,2014-05-07 15:35:31.651000
1286025,17831,PSY,1997-07-01,1999-12-31,Cindy Severinso,1,16,KARINARUIZ,2014-07-24 10:34:56.644000,guestUser,2014-05-07 15:58:39.277000
1286189,17832,NRS,1960-11-01,1999-12-31,Doris Brown,1,25,PJHEID,2014-05-27 09:06:10.772000,guestUser,2014-05-09 11:52:27.277000
1286230,17833,8,2014-01-20,2014-07-31,DWhite Bear,1,9,KRBACKMAN,2014-07-08 14:49:43.166000,guestUser,2014-05-10 07:05:03.679000
1171391,17834,NRS,2013-10-01,1999-12-31,Karissa Olson,1,1,JMLAGRO,2014-08-13 10:22:33.590000,PJHEID,2014-05-10 08:16:15.023000
1286313,17842,NRS,2007-09-18,1999-12-31, ,1,22,PJHEID,2014-05-30 11:49:36.584000,guestUser,2014-05-12 14:38:35.748000
1282393,17852,PRT,1989-12-01,1999-12-31, ,1,17,JMLAGRO,2014-07-25 10:50:53.676000,guestUser,2014-05-13 13:59:48.201000
1286409,17853,ACF,2014-01-01,2014-12-31,Denver Health,1,12,JOYSPEZIALE,2014-07-28 18:26:39.885000,guestUser,2014-05-13 14:42:50.474000
1001849,17854,ICF,2013-10-01,2014-06-30,1303 GH,1,1,MKENNEDY,2015-08-15 23:44:50.996000,JLWILKE,2014-05-14 09:34:34.292000
1172107,17855,ICF,2013-10-01,2014-06-30,Apollo,1,1,MKENNEDY,2015-08-15 23:56:47.682000,JLWILKE,2014-05-14 09:34:37.693000
1001848,17856,ICF,2013-10-01,2014-06-30,1203 GH,1,1,MKENNEDY,2015-08-15 23:50:18.918000,JLWILKE,2014-05-14 09:34:38.582000
1172108,17857,ICF,2013-10-01,2014-06-30,Eastwood GH,1,1,MKENNEDY,2015-08-15 23:54:12.628000,JLWILKE,2014-05-14 09:34:39.402000
1001847,17858,ICF,2013-10-01,2014-06-30,1201 GH,1,1,MKENNEDY,2015-08-15 23:48:05.172000,JLWILKE,2014-05-14 09:34:40.193000
1172094,17859,ICF,2013-10-01,2014-06-30,1301 GH,1,0,JLWILKE,2014-05-14 09:34:40.956000,JLWILKE,2014-05-14 09:34:40.956000
1172092,17860,ICF,2013-10-01,2014-06-30,Terra Vallee GH,1,1,MKENNEDY,2015-08-15 23:38:10.419000,JLWILKE,2014-05-14 09:34:41.704000
1172093,17861,ICF,2013-10-01,2014-06-30,S Washington GH,1,1,MKENNEDY,2015-08-15 23:59:01.594000,JLWILKE,2014-05-14 09:34:42.428000
1172088,17862,ICF,2013-10-01,1999-12-31,Group Home 5,1,1,MKENNEDY,2015-08-16 00:16:41.644000,JLWILKE,2014-05-14 10:36:21.397000
1172071,17863,ICF,2013-10-01,1999-12-31,Group Home 2,1,1,MKENNEDY,2015-08-16 00:17:31.526000,JLWILKE,2014-05-14 10:36:22.718000
1172127,17864,ICF,2013-10-01,1999-12-31,Group Home 1,1,3,MKENNEDY,2015-08-16 00:18:27.134000,JLWILKE,2014-05-14 10:36:23.559000
1172080,17865,ICF,2013-10-01,1999-12-31,Group Home 4,1,0,JLWILKE,2014-05-14 10:36:24.228000,JLWILKE,2014-05-14 10:36:24.228000
1177993,17866,9,2013-10-01,1999-12-31,,1,1,JLWILKE,2015-10-05 16:06:51.273000,JLWILKE,2014-05-14 10:58:07.421000
1177993,17867,7,2013-10-01,1999-12-31,,1,1,JLWILKE,2015-10-05 16:06:51.273000,JLWILKE,2014-05-14 10:58:07.421000
1172096,17868,ICF,2013-10-01,1999-12-31,,1,1,JLWILKE,2017-01-31 10:25:15.044000,JLWILKE,2014-05-14 13:17:08.300000
1172069,17869,ICF,2013-10-01,2014-03-31,,1,3,THENDERSON,2015-11-05 13:51:10.934000,JLWILKE,2014-05-14 14:42:00.942000
1001843,17870,6,2013-10-01,2014-12-31,,1,2,THENDERSON,2016-02-12 10:30:36.087000,PJHEID,2014-05-15 20:13:33.981000
1171435,17871,NRS,2013-10-01,2019-06-30,Susan Bjelland,1,3,B-Term-Prov-Trigger_3039301.00,2020-03-13 18:02:10.632203,PJHEID,2014-05-15 21:04:10.970000
1286701,17874,NRS,2014-07-01,1999-12-31,Tyler Homberg,1,37,CR1906_SUP_PROV_DT,2015-08-13 13:13:21.211000,guestUser,2014-05-17 20:07:01.684000
1286702,17875,NRS,1998-04-27,1999-12-31,Susan Ager,1,21,JMLAGRO,2014-06-11 11:00:14.190000,guestUser,2014-05-17 21:02:42.381000
1286703,17876,NRS,2000-10-02,1999-12-31,David Brennan,1,26,PJHEID,2014-06-09 15:56:30.313000,guestUser,2014-05-17 21:23:36.538000
1286704,17877,NRS,1979-06-27,1999-12-31,Judy Hulst,1,23,SHERSAYLER,2014-07-09 09:26:44.596000,guestUser,2014-05-17 21:41:55.993000
1286705,17878,NRS,1989-04-10,2013-10-02,Tony Hanson,1,28,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2014-05-17 21:57:30.462000
1004304,17879,6,2013-10-01,2013-12-31,Marilyn Jensen,1,1,CR1906_SUP_PROV_DT_FIX,2015-09-14 15:38:43.000000,JLWILKE,2014-05-19 07:28:15.876000
